idx,user_id,transaction_date,transaction month,Time,product_category,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
4319,USER_08627,01/07/2024,July,14:24:00,Education Fee,Coursera,612.85,40.29,74.67,171.00,Bank Transfer,Successful,iOS,Suburban
4320,USER_07587,01/07/2024,July,14:45:00,Flight Booking,Ixigo,2041.03,2.59,37.40,679.00,UPI,Successful,Android,Urban
4321,USER_04399,01/07/2024,July,15:09:00,Grocery Shopping,Nature's Basket,3034.22,42.37,19.39,518.00,Wallet Balance,Successful,Android,Rural
4322,USER_02907,01/07/2024,July,16:25:00,Loan Repayment,ICICI Bank,7272.05,7.80,73.81,262.00,Credit Card,Successful,Android,Rural
4323,USER_00164,01/07/2024,July,16:47:00,Education Fee,BYJU'S,1856.03,24.09,83.13,702.00,Wallet Balance,Successful,Android,Rural
4324,USER_03681,01/07/2024,July,21:10:00,Gas Bill,Mahanagar Gas,6563.52,29.14,50.16,468.00,Wallet Balance,Pending,Web,Urban
4325,USER_07528,01/07/2024,July,21:11:00,Loan Repayment,HDFC Bank,3370.04,7.33,28.21,108.00,Credit Card,Successful,Android,Urban
4326,USER_09563,01/07/2024,July,21:16:00,Insurance Premium,ICICI Prudential,697.67,16.72,94.16,812.00,Credit Card,Successful,iOS,Urban
4327,USER_04370,01/07/2024,July,21:23:00,Gas Bill,Bharat Gas,8733.38,45.08,62.38,886.00,Debit Card,Successful,Android,Urban
4328,USER_07893,01/07/2024,July,21:44:00,Mobile Recharge,BSNL,1440.09,47.84,70.94,534.00,Wallet Balance,Successful,iOS,Urban
4329,USER_06517,01/07/2024,July,23:24:00,Gaming Credits,Roblox,8935.89,35.16,47.21,957.00,Credit Card,Successful,Web,Suburban
4330,USER_01897,01/07/2024,July,23:43:00,Mobile Recharge,Jio,9451.72,43.13,71.56,699.00,Wallet Balance,Successful,iOS,Suburban
4331,USER_05690,02/07/2024,July,00:09:00,Gaming Credits,Free Fire,5037.15,34.28,54.73,708.00,Debit Card,Successful,Web,Rural
4332,USER_04491,02/07/2024,July,01:11:00,Online Shopping,Nykaa,9479.04,13.72,86.19,545.00,UPI,Successful,Android,Rural
4333,USER_09471,02/07/2024,July,03:58:00,Water Bill,Mumbai Water,4612.38,34.82,64.76,246.00,Bank Transfer,Successful,iOS,Urban
4334,USER_04471,02/07/2024,July,06:00:00,Streaming Service,Netflix,7012.28,49.00,38.88,378.00,UPI,Successful,Android,Suburban
4335,USER_00160,02/07/2024,July,08:39:00,Water Bill,Hyderabad Water Board,1275.75,8.24,80.16,634.00,Credit Card,Successful,iOS,Urban
4336,USER_03241,02/07/2024,July,10:42:00,Online Shopping,Amazon,2962.13,45.48,95.79,215.00,Credit Card,Successful,Android,Urban
4337,USER_01568,02/07/2024,July,16:42:00,Flight Booking,Ixigo,7445.61,4.98,37.70,817.00,UPI,Successful,iOS,Suburban
4338,USER_08581,02/07/2024,July,18:43:00,Bus Ticket,Paytm Bus,4009.25,37.41,34.88,33.00,UPI,Successful,iOS,Rural
4339,USER_05289,02/07/2024,July,20:00:00,Electricity Bill,CESC,5101.45,17.27,77.11,76.00,UPI,Successful,iOS,Urban
4340,USER_02117,02/07/2024,July,20:23:00,Movie Ticket,Carnival Cinemas,5037.99,22.57,88.59,232.00,Credit Card,Successful,Android,Urban
4341,USER_08070,02/07/2024,July,20:27:00,Loan Repayment,HDFC Bank,4861.26,11.45,97.65,908.00,Debit Card,Successful,Android,Urban
4342,USER_04134,02/07/2024,July,20:36:00,Movie Ticket,INOX,381.85,30.94,53.15,76.00,Wallet Balance,Successful,Android,Urban
4343,USER_02935,02/07/2024,July,21:29:00,Rent Payment,NoBroker,6047.22,5.53,67.00,278.00,Wallet Balance,Successful,Android,Urban
4344,USER_09865,02/07/2024,July,23:10:00,Electricity Bill,BSES,4324.39,37.69,93.99,700.00,UPI,Successful,Android,Urban
4345,USER_09020,03/07/2024,July,03:05:00,Insurance Premium,Max Life,7572.75,30.31,46.37,762.00,UPI,Successful,Web,Urban
4346,USER_02748,03/07/2024,July,05:22:00,Mobile Recharge,Idea,548.59,38.91,67.35,916.00,Credit Card,Successful,iOS,Urban
4347,USER_07815,03/07/2024,July,06:30:00,Education Fee,Vedantu,3017.45,7.08,0.50,562.00,Bank Transfer,Successful,iOS,Urban
4348,USER_02579,03/07/2024,July,09:27:00,Bus Ticket,AbhiBus,1116.26,11.40,48.43,360.00,Credit Card,Pending,iOS,Rural
4349,USER_05061,03/07/2024,July,09:29:00,Loan Repayment,Axis Bank,6671.59,44.04,51.59,705.00,UPI,Successful,Android,Urban
4350,USER_00804,03/07/2024,July,10:24:00,Food Delivery,Swiggy,2247.25,31.98,42.95,238.00,Bank Transfer,Successful,Android,Urban
4351,USER_02249,03/07/2024,July,12:57:00,Water Bill,Chennai Metro Water,1254.87,44.95,10.05,449.00,Wallet Balance,Successful,iOS,Urban
4352,USER_09267,03/07/2024,July,13:02:00,Flight Booking,EaseMyTrip,7161.59,13.51,54.98,628.00,UPI,Successful,iOS,Urban
4353,USER_09197,03/07/2024,July,13:55:00,Rent Payment,Airbnb,8522.00,15.57,77.81,865.00,Bank Transfer,Successful,Android,Urban
4354,USER_03466,03/07/2024,July,17:10:00,Education Fee,Vedantu,7269.73,3.12,55.27,256.00,Bank Transfer,Successful,Android,Urban
4355,USER_08735,03/07/2024,July,19:24:00,Water Bill,Bangalore Water Supply,2864.67,29.94,81.20,35.00,Debit Card,Successful,Web,Urban
4356,USER_00606,03/07/2024,July,19:41:00,Hotel Booking,OYO Rooms,3016.86,27.97,19.97,984.00,UPI,Successful,Web,Urban
4357,USER_01170,03/07/2024,July,20:03:00,Gift Card,Shoppers Stop,8581.05,42.94,40.87,587.00,Bank Transfer,Successful,iOS,Rural
4358,USER_04442,03/07/2024,July,22:06:00,Loan Repayment,Axis Bank,743.71,7.63,32.86,507.00,UPI,Successful,iOS,Urban
4359,USER_05531,04/07/2024,July,00:00:00,Insurance Premium,HDFC Life,2198.60,28.04,40.16,175.00,UPI,Successful,Android,Urban
4360,USER_03605,04/07/2024,July,04:15:00,Education Fee,Unacademy,8698.61,40.39,66.53,553.00,Wallet Balance,Successful,Android,Suburban
4361,USER_04143,04/07/2024,July,05:38:00,Movie Ticket,PVR Cinemas,672.59,29.22,94.64,107.00,Bank Transfer,Successful,iOS,Suburban
4362,USER_01945,04/07/2024,July,07:04:00,Mobile Recharge,BSNL,7301.15,40.82,29.76,24.00,UPI,Successful,Android,Urban
4363,USER_06237,04/07/2024,July,10:31:00,Gaming Credits,Call of Duty Mobile,6502.26,32.62,84.33,353.00,UPI,Successful,Android,Urban
4364,USER_00725,04/07/2024,July,14:21:00,Movie Ticket,Cinepolis,2379.47,3.35,40.13,277.00,Bank Transfer,Successful,Android,Urban
4365,USER_04781,04/07/2024,July,17:27:00,Rent Payment,NoBroker,234.25,22.17,79.62,873.00,Debit Card,Successful,Web,Rural
4366,USER_00126,04/07/2024,July,18:05:00,Bus Ticket,MakeMyTrip Bus,6176.07,47.03,16.24,348.00,UPI,Successful,Android,Urban
4367,USER_03798,04/07/2024,July,21:16:00,Education Fee,BYJU'S,981.84,15.97,30.90,279.00,Credit Card,Successful,Android,Urban
4368,USER_01578,04/07/2024,July,21:57:00,Grocery Shopping,BigBasket,2646.94,46.66,82.07,242.00,Debit Card,Successful,iOS,Suburban
4369,USER_02183,05/07/2024,July,00:08:00,Water Bill,Bangalore Water Supply,5245.66,42.96,50.92,698.00,Wallet Balance,Successful,Web,Rural
4370,USER_03880,05/07/2024,July,00:10:00,Gift Card,Lifestyle,3838.53,41.92,20.05,378.00,Wallet Balance,Successful,Android,Urban
4371,USER_09318,05/07/2024,July,00:31:00,Taxi Fare,Meru,1876.94,1.99,3.99,251.00,Bank Transfer,Successful,iOS,Urban
4372,USER_04478,05/07/2024,July,00:31:00,Movie Ticket,SPI Cinemas,9538.16,30.99,31.91,702.00,Credit Card,Successful,Android,Suburban
4373,USER_08800,05/07/2024,July,01:01:00,Grocery Shopping,BigBasket,2693.49,34.93,59.85,649.00,UPI,Successful,Android,Urban
4374,USER_06474,05/07/2024,July,04:02:00,Streaming Service,Amazon Prime,7997.13,11.73,67.75,56.00,Bank Transfer,Successful,Android,Suburban
4375,USER_04117,05/07/2024,July,07:41:00,Education Fee,Udemy,2148.26,30.92,98.48,797.00,Wallet Balance,Successful,Android,Urban
4376,USER_00361,05/07/2024,July,17:11:00,Hotel Booking,MakeMyTrip,3367.85,3.43,42.41,59.00,Debit Card,Successful,iOS,Urban
4377,USER_01859,05/07/2024,July,17:33:00,Rent Payment,Nestaway,3576.74,27.60,33.60,273.00,Debit Card,Successful,Android,Suburban
4378,USER_04720,05/07/2024,July,18:27:00,Grocery Shopping,Nature's Basket,2690.63,36.50,78.83,220.00,UPI,Successful,iOS,Urban
4379,USER_02559,05/07/2024,July,18:52:00,Water Bill,Mumbai Water,8452.88,15.95,4.81,631.00,Credit Card,Successful,Android,Urban
4380,USER_07750,05/07/2024,July,19:41:00,Loan Repayment,Bajaj Finserv,885.48,44.16,36.04,808.00,UPI,Successful,Web,Suburban
4381,USER_08826,06/07/2024,July,01:54:00,Food Delivery,Uber Eats,7257.80,35.63,6.21,874.00,Bank Transfer,Successful,Android,Rural
4382,USER_00349,06/07/2024,July,05:12:00,Gas Bill,Mahanagar Gas,8064.40,29.39,7.38,584.00,Bank Transfer,Successful,Android,Urban
4383,USER_02156,06/07/2024,July,05:57:00,Movie Ticket,PVR Cinemas,4008.77,16.79,67.05,514.00,Debit Card,Successful,iOS,Urban
4384,USER_03049,06/07/2024,July,06:57:00,Food Delivery,Zomato,4785.40,27.19,97.08,213.00,Credit Card,Successful,iOS,Urban
4385,USER_06041,06/07/2024,July,07:57:00,Streaming Service,Hotstar,671.94,11.99,63.87,968.00,Credit Card,Successful,Android,Urban
4386,USER_00484,06/07/2024,July,08:59:00,Hotel Booking,Treebo,948.26,1.60,55.41,851.00,Credit Card,Successful,iOS,Suburban
4387,USER_00206,06/07/2024,July,10:42:00,Food Delivery,Domino's,396.25,27.94,5.81,4.00,Debit Card,Successful,iOS,Urban
4388,USER_08369,06/07/2024,July,10:56:00,Streaming Service,Netflix,6934.30,16.68,85.73,96.00,Wallet Balance,Successful,Android,Urban
4389,USER_06142,06/07/2024,July,11:09:00,Movie Ticket,PVR Cinemas,7901.87,3.09,7.18,355.00,Credit Card,Successful,iOS,Suburban
4390,USER_07408,06/07/2024,July,17:32:00,Hotel Booking,OYO Rooms,7336.27,4.52,84.72,645.00,Wallet Balance,Successful,Android,Urban
4391,USER_05834,06/07/2024,July,18:16:00,Online Shopping,Nykaa,4951.17,26.01,21.75,705.00,Wallet Balance,Successful,iOS,Urban
4392,USER_00099,06/07/2024,July,20:55:00,Movie Ticket,Cinepolis,1310.84,3.06,32.13,486.00,Debit Card,Successful,Android,Suburban
4393,USER_08929,06/07/2024,July,21:59:00,Gas Bill,Gujarat Gas,5105.88,31.07,93.46,143.00,Credit Card,Successful,Android,Suburban
4394,USER_07819,06/07/2024,July,22:10:00,Internet Bill,Hathway,8381.67,27.64,60.09,56.00,Credit Card,Successful,Android,Urban
4395,USER_06991,06/07/2024,July,23:13:00,Gift Card,Pantaloons,2427.11,10.41,71.64,247.00,UPI,Successful,Web,Urban
4396,USER_06649,07/07/2024,July,05:03:00,Water Bill,Hyderabad Water Board,7638.22,19.19,41.47,373.00,Debit Card,Successful,Android,Urban
4397,USER_05685,07/07/2024,July,09:25:00,Mobile Recharge,BSNL,2878.21,48.80,9.58,302.00,UPI,Successful,iOS,Rural
4398,USER_05529,07/07/2024,July,12:35:00,Grocery Shopping,BigBasket,5112.43,30.74,65.37,941.00,Bank Transfer,Successful,Android,Urban
4399,USER_08853,07/07/2024,July,13:32:00,Gift Card,Lifestyle,4175.72,36.94,8.78,16.00,Debit Card,Successful,Android,Rural
4400,USER_02759,07/07/2024,July,20:33:00,Taxi Fare,Ola,1052.31,47.32,26.38,194.00,UPI,Successful,iOS,Urban
4401,USER_09909,07/07/2024,July,21:31:00,Electricity Bill,BSES,3344.53,38.32,9.90,121.00,Credit Card,Successful,iOS,Urban
4402,USER_01664,07/07/2024,July,23:04:00,Internet Bill,Jio Fiber,6504.92,35.32,40.21,4.00,Credit Card,Successful,Android,Urban
4403,USER_07831,08/07/2024,July,04:15:00,Water Bill,Bangalore Water Supply,4033.50,34.94,43.53,650.00,UPI,Successful,iOS,Suburban
4404,USER_02809,08/07/2024,July,05:23:00,Education Fee,Coursera,8430.98,44.18,84.40,614.00,UPI,Successful,iOS,Urban
4405,USER_01363,08/07/2024,July,07:15:00,Gift Card,Shoppers Stop,5130.10,20.92,81.12,353.00,Bank Transfer,Successful,iOS,Urban
4406,USER_09818,08/07/2024,July,08:02:00,Water Bill,Chennai Metro Water,2242.04,38.25,82.53,133.00,UPI,Successful,iOS,Suburban
4407,USER_09361,08/07/2024,July,09:16:00,Loan Repayment,Axis Bank,5624.13,22.73,35.50,638.00,Bank Transfer,Successful,Android,Urban
4408,USER_07400,08/07/2024,July,10:20:00,Insurance Premium,ICICI Prudential,8311.10,15.33,34.90,759.00,Debit Card,Successful,iOS,Suburban
4409,USER_02283,08/07/2024,July,12:43:00,Grocery Shopping,Flipkart Supermart,1612.57,24.37,94.01,946.00,Bank Transfer,Successful,Android,Urban
4410,USER_01218,08/07/2024,July,13:50:00,Loan Repayment,Bajaj Finserv,5280.45,20.93,22.30,106.00,UPI,Successful,Android,Urban
4411,USER_06785,08/07/2024,July,17:57:00,Streaming Service,ZEE5,598.50,4.13,31.57,442.00,Bank Transfer,Successful,Android,Urban
4412,USER_03878,08/07/2024,July,19:03:00,Insurance Premium,LIC,3860.98,28.87,11.63,786.00,UPI,Successful,Android,Suburban
4413,USER_01243,08/07/2024,July,19:49:00,Loan Repayment,HDFC Bank,184.78,17.81,92.34,166.00,Debit Card,Successful,iOS,Suburban
4414,USER_08089,08/07/2024,July,19:57:00,Grocery Shopping,Grofers,6298.35,11.25,74.38,616.00,Wallet Balance,Successful,Android,Urban
4415,USER_06241,08/07/2024,July,21:36:00,Loan Repayment,SBI,422.26,46.39,4.88,150.00,Bank Transfer,Successful,Android,Urban
4416,USER_06114,08/07/2024,July,22:31:00,Rent Payment,OYO Life,3231.49,43.43,56.91,363.00,Credit Card,Successful,Android,Urban
4417,USER_09614,08/07/2024,July,22:39:00,Gas Bill,Bharat Gas,9844.76,31.06,65.88,836.00,Debit Card,Successful,Android,Suburban
4418,USER_08650,09/07/2024,July,00:37:00,Gift Card,Amazon Pay,7951.79,5.10,11.92,829.00,Wallet Balance,Successful,Web,Suburban
4419,USER_08879,09/07/2024,July,01:41:00,Bus Ticket,MakeMyTrip Bus,6268.67,34.01,39.87,555.00,Bank Transfer,Successful,Android,Urban
4420,USER_02978,09/07/2024,July,04:25:00,Water Bill,Bangalore Water Supply,8558.73,6.62,14.75,854.00,Bank Transfer,Successful,Android,Suburban
4421,USER_01278,09/07/2024,July,05:10:00,Internet Bill,Airtel Broadband,656.39,11.19,24.40,454.00,Wallet Balance,Successful,Web,Rural
4422,USER_08584,09/07/2024,July,08:27:00,Loan Repayment,Bajaj Finserv,4508.29,45.44,38.92,976.00,Bank Transfer,Successful,Android,Suburban
4423,USER_04369,09/07/2024,July,10:21:00,Rent Payment,Nestaway,3126.87,47.42,7.40,839.00,Debit Card,Successful,iOS,Urban
4424,USER_03564,09/07/2024,July,14:16:00,Internet Bill,ACT Fibernet,5121.52,28.19,82.62,381.00,Credit Card,Successful,iOS,Urban
4425,USER_00859,09/07/2024,July,16:14:00,Mobile Recharge,BSNL,4646.47,6.00,56.78,684.00,Bank Transfer,Successful,iOS,Urban
4426,USER_07876,09/07/2024,July,16:56:00,Bus Ticket,Goibibo,2072.02,40.86,37.03,230.00,UPI,Successful,iOS,Suburban
4427,USER_09013,09/07/2024,July,18:51:00,Insurance Premium,HDFC Life,1797.00,20.26,9.22,68.00,Wallet Balance,Successful,Android,Urban
4428,USER_02698,09/07/2024,July,20:24:00,Movie Ticket,SPI Cinemas,9430.69,11.14,92.81,34.00,UPI,Successful,iOS,Urban
4429,USER_09240,09/07/2024,July,21:05:00,Internet Bill,ACT Fibernet,49.58,48.27,43.16,794.00,UPI,Successful,iOS,Urban
4430,USER_02797,10/07/2024,July,04:39:00,Education Fee,Coursera,2961.75,46.09,23.23,921.00,Credit Card,Successful,Android,Rural
4431,USER_08950,10/07/2024,July,05:50:00,Rent Payment,Nestaway,6587.67,31.44,58.10,29.00,Bank Transfer,Successful,iOS,Urban
4432,USER_03576,10/07/2024,July,06:57:00,Grocery Shopping,Amazon Pantry,5698.73,23.58,53.57,268.00,Credit Card,Pending,Android,Urban
4433,USER_07710,10/07/2024,July,07:18:00,Water Bill,Mumbai Water,9564.51,0.27,14.79,841.00,Wallet Balance,Successful,Android,Suburban
4434,USER_09869,10/07/2024,July,10:46:00,Insurance Premium,LIC,8783.13,29.02,91.32,580.00,Bank Transfer,Successful,Android,Urban
4435,USER_05474,10/07/2024,July,11:04:00,Taxi Fare,Rapido,1512.48,24.14,88.92,134.00,Bank Transfer,Successful,iOS,Urban
4436,USER_03573,10/07/2024,July,11:57:00,Bus Ticket,RedBus,8480.90,32.10,86.17,144.00,UPI,Successful,Android,Urban
4437,USER_07466,10/07/2024,July,14:44:00,Food Delivery,Swiggy,3329.06,0.42,53.51,392.00,UPI,Failed,Android,Urban
4438,USER_00450,10/07/2024,July,14:59:00,Mobile Recharge,BSNL,3955.80,4.80,67.29,754.00,Wallet Balance,Successful,Android,Urban
4439,USER_06801,10/07/2024,July,20:29:00,Rent Payment,Housing.com,4378.39,47.82,86.40,529.00,Debit Card,Successful,Android,Urban
4440,USER_09029,10/07/2024,July,20:47:00,Taxi Fare,Jugnoo,9418.62,31.90,28.17,203.00,Debit Card,Successful,Android,Suburban
4441,USER_09501,10/07/2024,July,22:26:00,Streaming Service,Amazon Prime,5158.01,39.54,61.61,895.00,Wallet Balance,Successful,iOS,Urban
4442,USER_07849,10/07/2024,July,23:55:00,Water Bill,Hyderabad Water Board,5561.08,23.35,11.52,823.00,Debit Card,Successful,Android,Urban
4443,USER_05055,11/07/2024,July,01:20:00,Gift Card,Flipkart,6083.01,40.14,77.14,361.00,Bank Transfer,Successful,iOS,Rural
4444,USER_06542,11/07/2024,July,04:03:00,Gift Card,Lifestyle,6385.01,11.89,13.36,978.00,Wallet Balance,Successful,iOS,Suburban
4445,USER_04926,11/07/2024,July,07:11:00,Gaming Credits,Free Fire,7893.91,15.61,76.52,410.00,Credit Card,Successful,Android,Urban
4446,USER_01580,11/07/2024,July,11:17:00,Mobile Recharge,Airtel,170.64,8.31,44.54,442.00,Credit Card,Successful,iOS,Urban
4447,USER_01250,11/07/2024,July,11:19:00,Gas Bill,Adani Gas,9115.27,2.78,83.98,989.00,UPI,Successful,Web,Suburban
4448,USER_06491,11/07/2024,July,12:22:00,Hotel Booking,Fab Hotels,3098.25,26.78,79.31,381.00,UPI,Successful,Android,Urban
4449,USER_07497,11/07/2024,July,12:56:00,Water Bill,Bangalore Water Supply,5293.65,44.52,61.57,726.00,Credit Card,Successful,iOS,Rural
4450,USER_04712,11/07/2024,July,13:22:00,Rent Payment,Airbnb,8106.17,35.42,33.07,900.00,Debit Card,Successful,Android,Urban
4451,USER_06226,11/07/2024,July,13:52:00,Movie Ticket,Carnival Cinemas,4641.41,43.94,10.78,292.00,Bank Transfer,Successful,iOS,Suburban
4452,USER_07932,11/07/2024,July,16:00:00,Online Shopping,Myntra,8842.28,39.92,33.45,465.00,UPI,Successful,Android,Urban
4453,USER_03684,11/07/2024,July,16:00:00,Food Delivery,Foodpanda,3751.76,33.47,65.30,264.00,UPI,Successful,iOS,Urban
4454,USER_02949,11/07/2024,July,16:14:00,Electricity Bill,Tata Power,4011.54,18.33,30.66,963.00,Debit Card,Successful,iOS,Rural
4455,USER_06545,11/07/2024,July,18:42:00,Bus Ticket,Goibibo,3876.03,29.92,13.92,966.00,Debit Card,Successful,Android,Urban
4456,USER_03369,11/07/2024,July,20:03:00,Internet Bill,Airtel Broadband,9029.75,49.10,50.28,610.00,Wallet Balance,Successful,Android,Urban
4457,USER_04582,11/07/2024,July,20:33:00,Gaming Credits,PUBG Mobile,4652.76,23.77,50.17,855.00,UPI,Successful,Android,Urban
4458,USER_08431,11/07/2024,July,20:56:00,Mobile Recharge,BSNL,3933.66,15.54,0.62,776.00,Wallet Balance,Successful,iOS,Rural
4459,USER_01628,11/07/2024,July,23:57:00,Gas Bill,Indraprastha Gas,8939.96,27.35,97.97,685.00,Credit Card,Successful,iOS,Urban
4460,USER_00106,12/07/2024,July,05:46:00,Electricity Bill,BSES,410.21,3.50,75.67,585.00,Debit Card,Successful,Android,Suburban
4461,USER_09631,12/07/2024,July,06:30:00,Education Fee,Udemy,3532.92,46.00,62.86,586.00,Bank Transfer,Successful,Android,Urban
4462,USER_08149,12/07/2024,July,08:36:00,Education Fee,Vedantu,3620.92,27.25,71.83,635.00,Credit Card,Successful,Android,Urban
4463,USER_09735,12/07/2024,July,08:39:00,Movie Ticket,SPI Cinemas,6403.59,12.51,29.04,293.00,Debit Card,Successful,Android,Urban
4464,USER_07384,12/07/2024,July,09:17:00,Movie Ticket,SPI Cinemas,791.27,11.71,34.99,251.00,UPI,Successful,Android,Urban
4465,USER_00616,12/07/2024,July,09:32:00,Hotel Booking,Fab Hotels,5782.94,22.83,94.94,3.00,UPI,Successful,iOS,Urban
4466,USER_08827,12/07/2024,July,09:53:00,Taxi Fare,Jugnoo,9317.49,16.87,2.20,571.00,Wallet Balance,Successful,Android,Urban
4467,USER_03560,12/07/2024,July,10:27:00,Food Delivery,Foodpanda,3873.29,35.32,81.98,241.00,Bank Transfer,Successful,iOS,Suburban
4468,USER_05074,12/07/2024,July,16:59:00,Online Shopping,Amazon,4833.52,17.17,87.03,964.00,Debit Card,Successful,iOS,Rural
4469,USER_04937,12/07/2024,July,22:26:00,Gift Card,Pantaloons,1169.48,1.03,84.76,253.00,Credit Card,Successful,Android,Urban
4470,USER_04025,13/07/2024,July,02:02:00,Water Bill,Delhi Jal Board,9541.59,30.17,52.89,216.00,UPI,Successful,Android,Rural
4471,USER_09657,13/07/2024,July,02:28:00,Online Shopping,Nykaa,6984.59,32.97,15.25,689.00,Wallet Balance,Successful,Android,Urban
4472,USER_02916,13/07/2024,July,03:01:00,Streaming Service,Amazon Prime,2389.48,29.08,84.02,717.00,Credit Card,Successful,Android,Urban
4473,USER_09863,13/07/2024,July,08:42:00,Online Shopping,Amazon,2690.03,2.08,25.14,666.00,Wallet Balance,Successful,Android,Suburban
4474,USER_03520,13/07/2024,July,09:56:00,Internet Bill,BSNL Broadband,233.07,1.34,15.92,362.00,Bank Transfer,Successful,Android,Urban
4475,USER_06857,13/07/2024,July,11:00:00,Movie Ticket,Cinepolis,7288.72,0.87,82.42,586.00,Debit Card,Successful,Android,Urban
4476,USER_01888,13/07/2024,July,13:14:00,Rent Payment,NoBroker,6707.06,1.70,79.26,102.00,UPI,Successful,Android,Urban
4477,USER_05907,13/07/2024,July,15:23:00,Gift Card,Shoppers Stop,4507.40,11.17,45.79,595.00,Debit Card,Successful,iOS,Urban
4478,USER_00210,13/07/2024,July,15:32:00,Rent Payment,OYO Life,4800.64,4.46,7.41,540.00,Debit Card,Successful,iOS,Suburban
4479,USER_06716,13/07/2024,July,16:56:00,Online Shopping,Snapdeal,4329.06,17.29,72.43,398.00,Debit Card,Successful,Android,Urban
4480,USER_04835,13/07/2024,July,17:17:00,Insurance Premium,SBI Life,9510.37,8.18,78.08,626.00,Wallet Balance,Successful,Android,Urban
4481,USER_05463,13/07/2024,July,23:27:00,Electricity Bill,Tata Power,1508.74,12.29,16.26,251.00,UPI,Successful,Android,Urban
4482,USER_01294,13/07/2024,July,23:31:00,Bus Ticket,AbhiBus,5672.52,27.42,66.56,339.00,UPI,Successful,iOS,Urban
4483,USER_01900,14/07/2024,July,05:11:00,Movie Ticket,PVR Cinemas,24.20,9.12,38.79,650.00,Debit Card,Successful,iOS,Suburban
4484,USER_07051,14/07/2024,July,05:31:00,Hotel Booking,Treebo,8786.33,14.02,6.12,4.00,Debit Card,Successful,Android,Rural
4485,USER_00974,14/07/2024,July,06:53:00,Bus Ticket,Goibibo,1939.30,20.91,4.13,67.00,Debit Card,Successful,Web,Urban
4486,USER_04506,14/07/2024,July,07:42:00,Internet Bill,Jio Fiber,4130.70,3.33,46.80,497.00,UPI,Successful,iOS,Urban
4487,USER_00688,14/07/2024,July,08:36:00,Insurance Premium,Max Life,5787.32,0.20,68.56,941.00,Credit Card,Successful,Android,Urban
4488,USER_09886,14/07/2024,July,11:30:00,Loan Repayment,ICICI Bank,6026.06,13.96,40.78,516.00,UPI,Successful,Android,Urban
4489,USER_01846,14/07/2024,July,12:48:00,Electricity Bill,Tata Power,6289.76,40.43,21.71,663.00,Debit Card,Successful,Android,Urban
4490,USER_09463,14/07/2024,July,14:11:00,Electricity Bill,CESC,1012.96,10.20,51.05,673.00,Debit Card,Successful,Android,Urban
4491,USER_08469,14/07/2024,July,14:58:00,Gaming Credits,Call of Duty Mobile,8301.87,36.10,28.62,572.00,Bank Transfer,Successful,Android,Rural
4492,USER_03717,14/07/2024,July,16:17:00,Streaming Service,Hotstar,1680.30,45.80,50.19,65.00,Debit Card,Successful,Android,Suburban
4493,USER_03053,14/07/2024,July,16:31:00,Taxi Fare,Ola,8480.13,15.01,30.66,862.00,Wallet Balance,Successful,Android,Urban
4494,USER_04817,14/07/2024,July,22:22:00,Education Fee,Unacademy,5731.77,26.80,57.54,374.00,UPI,Successful,iOS,Urban
4495,USER_07820,15/07/2024,July,06:42:00,Gaming Credits,Free Fire,368.08,28.35,45.23,161.00,UPI,Successful,Android,Urban
4496,USER_03860,15/07/2024,July,09:31:00,Education Fee,BYJU'S,8328.19,23.70,34.41,36.00,Debit Card,Successful,Android,Rural
4497,USER_06644,15/07/2024,July,10:11:00,Insurance Premium,Max Life,1818.81,7.43,54.55,672.00,Bank Transfer,Successful,iOS,Suburban
4498,USER_00107,15/07/2024,July,14:09:00,Bus Ticket,RedBus,6804.97,2.53,1.04,987.00,Wallet Balance,Successful,Android,Rural
4499,USER_04006,15/07/2024,July,14:57:00,Electricity Bill,MSEDCL,952.92,15.91,3.87,384.00,Debit Card,Successful,iOS,Suburban
4500,USER_07237,15/07/2024,July,18:33:00,Loan Repayment,Bajaj Finserv,7309.47,48.13,85.91,575.00,UPI,Successful,iOS,Urban
4501,USER_08690,15/07/2024,July,20:10:00,Food Delivery,Zomato,209.69,48.16,22.94,788.00,Debit Card,Successful,iOS,Urban
4502,USER_01583,15/07/2024,July,23:56:00,Hotel Booking,Fab Hotels,6494.46,36.94,72.67,533.00,Bank Transfer,Successful,Android,Urban
4503,USER_02512,16/07/2024,July,00:43:00,Gift Card,Shoppers Stop,6658.47,15.32,69.58,961.00,Debit Card,Successful,Android,Urban
4504,USER_04688,16/07/2024,July,02:16:00,Streaming Service,Netflix,856.85,2.19,61.01,520.00,UPI,Successful,Android,Rural
4505,USER_07330,16/07/2024,July,05:42:00,Movie Ticket,Cinepolis,9716.01,27.96,83.69,78.00,Bank Transfer,Successful,iOS,Urban
4506,USER_06884,16/07/2024,July,06:12:00,Movie Ticket,Carnival Cinemas,9127.17,3.58,70.50,281.00,Bank Transfer,Successful,Android,Urban
4507,USER_00411,16/07/2024,July,06:18:00,Gaming Credits,Minecraft,1454.16,14.90,87.92,907.00,Wallet Balance,Failed,Android,Urban
4508,USER_01349,16/07/2024,July,06:59:00,Hotel Booking,Fab Hotels,5854.09,21.55,25.28,188.00,Bank Transfer,Successful,Android,Urban
